fecha_primeros_sintomas;region;prop3d
2020-03-16;01;NA
2020-03-18;01;NA
2020-03-19;01;NA
2020-03-21;01;NA
2020-03-22;01;NA
2020-03-23;01;NA
2020-03-24;01;0
2020-03-25;01;0
2020-03-26;01;0
2020-03-28;01;0
2020-03-29;01;0
2020-03-30;01;0
2020-03-31;01;0
2020-04-01;01;0.0571428571428571
2020-04-02;01;0.0571428571428571
2020-04-03;01;0.0571428571428571
2020-04-04;01;0.0571428571428571
2020-04-05;01;0.104761904761905
2020-04-07;01;0.104761904761905
2020-04-09;01;0.104761904761905
2020-04-10;01;0.119047619047619
2020-04-11;01;0.119047619047619
2020-04-13;01;0.154761904761905
2020-04-14;01;0.226190476190476
2020-04-15;01;0.207142857142857
2020-04-16;01;0.207142857142857
2020-04-17;01;0.278571428571429
2020-04-18;01;0.207142857142857
2020-04-19;01;0.227551020408163
2020-04-20;01;0.191836734693878
2020-04-21;01;0.173979591836735
2020-04-22;01;0.145408163265306
2020-04-23;01;0.202551020408163
2020-04-24;01;0.131122448979592
2020-04-25;01;0.171938775510204
2020-04-26;01;0.199149659863946
2020-04-27;01;0.217006802721088
2020-04-28;01;0.205102040816327
2020-04-29;01;0.224149659863946
2020-04-30;01;0.201020408163265
2020-05-01;01;0.210872624912034
2020-05-02;01;0.195266382415035
2020-05-03;01;0.176218763367416
2020-05-04;01;0.176218763367416
2020-05-05;01;0.173513135661788
2020-05-06;01;0.178855760516608
2020-05-07;01;0.159620480197584
2020-05-08;01;0.149768263448816
2020-05-09;01;0.14287319773022
2020-05-10;01;0.131845628807915
2020-05-11;01;0.136097329488187
2020-05-12;01;0.120063980121504
2020-05-13;01;0.140316593361922
2020-05-14;01;0.170436227422443
2020-05-15;01;0.188751245737461
2020-05-16;01;0.192545070959858
2020-05-17;01;0.213096449405973
2020-05-18;01;0.22460105124671
2020-05-19;01;0.231128442653826
2020-05-20;01;0.207737061307899
2020-05-21;01;0.190311629596753
2020-05-22;01;0.187695198408893
2020-05-23;01;0.180443497728621
2020-05-24;01;0.173404160254501
2020-05-25;01;0.169604379472623
2020-05-26;01;0.177667335989188
2020-05-27;01;0.190029305570409
2020-05-28;01;0.192859808400912
2020-05-29;01;0.20855839552807
2020-05-30;01;0.221351022256181
2020-05-31;01;0.233152264492206
2020-06-01;01;0.230060079854823
2020-06-02;01;0.220139444934188
2020-06-03;01;0.232444366902975
2020-06-04;01;0.250277982562678
2020-06-05;01;0.239889211669705
2020-06-06;01;0.245308225153235
2020-06-07;01;0.23350698291721
2020-06-08;01;0.261820631763941
2020-06-09;01;0.300049559698751
2020-06-10;01;0.303513908401195
2020-06-11;01;0.306397670601727
2020-06-12;01;0.33629238710902
2020-06-13;01;0.349078983228949
2020-06-14;01;0.365642130226879
2020-06-15;01;0.363167648321528
2020-06-16;01;0.354484174932172
2020-06-17;01;0.360760085969988
2020-06-18;01;0.359932727999773
2020-06-19;01;0.356648655750183
2020-06-20;01;0.370494769098784
2020-06-21;01;0.370494769098784
2020-06-22;01;0.357872678266103
2020-06-23;01;0.352317122710547
2020-06-24;01;0.362295561260414
2020-06-25;01;0.362697749162602
2020-06-26;01;0.348560844400698
2020-06-27;01;0.341240304244336
2020-06-28;01;0.328606679365814
2020-06-29;01;0.322001456631559
2020-06-30;01;0.321166034743505
2020-07-01;01;0.307164080982515
2020-07-02;01;0.313047248202892
2020-07-03;01;0.334510160290804
2020-07-04;01;0.31860337204359
2020-07-05;01;0.348835340607413
2020-07-06;01;0.379331794508122
2020-07-07;01;0.388730290748724
2020-07-08;01;0.37337635801097
2020-07-09;01;0.346118731916135
2020-07-10;01;0.312079600316027
2020-07-11;01;0.28312423317477
2020-07-12;01;0.272851896815477
2020-07-13;01;0.249838436112047
2020-07-14;01;0.234984227419584
2020-07-15;01;0.247335267126247
2020-07-16;01;0.268239801188676
2020-07-17;01;0.274248991715364
2020-07-18;01;0.301859000343491
2020-07-19;01;0.315485373969865
2020-07-20;01;0.324502934482442
2020-07-21;01;0.307778195806484
2020-07-22;01;0.308253119818642
2020-07-23;01;0.314817148939062
2020-07-24;01;0.339489336654728
2020-07-25;01;0.366136592810181
2020-07-26;01;0.374220216503561
2020-07-27;01;0.374169879243921
2020-07-28;01;0.40274130781535
2020-07-29;01;0.383045929664089
2020-07-30;01;0.371949292427634
2020-07-31;01;0.386296056774399
2020-08-01;01;0.357683260304459
2020-08-02;01;0.325245895114481
2020-08-03;01;0.305857482109047
2020-08-04;01;0.292365418616983
2020-08-05;01;0.320096511053958
2020-08-06;01;0.32944886083184
2020-08-07;01;0.300249488775325
2020-08-08;01;0.332021288404267
2020-08-09;01;0.344282006645052
2020-08-10;01;0.360795185431968
2020-08-11;01;0.378368881577093
2020-08-12;01;0.375937270634844
2020-08-13;01;0.370992215689789
2020-08-14;01;0.381876569431285
2020-08-15;01;0.375765033907985
2020-08-16;01;0.366905676211418
2020-08-17;01;0.396920437569463
2020-08-18;01;0.404661465014924
2020-08-19;01;0.419337973916357
2020-03-10;02;NA
2020-03-15;02;NA
2020-03-16;02;NA
2020-03-19;02;NA
2020-03-20;02;0
2020-03-21;02;0
2020-03-23;02;0
2020-03-24;02;0
2020-03-25;02;0
2020-03-27;02;0
2020-03-28;02;0.0714285714285714
2020-03-29;02;0.0714285714285714
2020-03-30;02;0.0714285714285714
2020-03-31;02;0.166666666666667
2020-04-01;02;0.166666666666667
2020-04-02;02;0.166666666666667
2020-04-03;02;0.187074829931973
2020-04-04;02;0.115646258503401
2020-04-05;02;0.115646258503401
2020-04-06;02;0.115646258503401
2020-04-07;02;0.0561224489795918
2020-04-08;02;0.0561224489795918
2020-04-09;02;0.0561224489795918
2020-04-10;02;0.0595238095238095
2020-04-11;02;0.0833333333333333
2020-04-12;02;0.0833333333333333
2020-04-13;02;0.154761904761905
2020-04-14;02;0.119047619047619
2020-04-15;02;0.119047619047619
2020-04-16;02;0.119047619047619
2020-04-17;02;0.0952380952380952
2020-04-18;02;0.112244897959184
2020-04-19;02;0.126530612244898
2020-04-20;02;0.0857142857142857
2020-04-21;02;0.101587301587302
2020-04-22;02;0.125396825396825
2020-04-23;02;0.137301587301587
2020-04-24;02;0.148290598290598
2020-04-25;02;0.127882435025292
2020-04-26;02;0.113596720739578
2020-04-27;02;0.0977628009647714
2020-04-28;02;0.0818897850917555
2020-04-29;02;0.0682843429148848
2020-04-30;02;0.0987076233381652
2020-05-01;02;0.0998766670604004
2020-05-02;02;0.0883970752236657
2020-05-03;02;0.0938915807181712
2020-05-04;02;0.106206851654132
2020-05-05;02;0.132180877628158
2020-05-06;02;0.133881557900267
2020-05-07;02;0.101293775312484
2020-05-08;02;0.107317538783056
2020-05-09;02;0.127609746575264
2020-05-10;02;0.151671891327064
2020-05-11;02;0.150395851205988
2020-05-12;02;0.14179634260648
2020-05-13;02;0.136484987295124
2020-05-14;02;0.133770488678986
2020-05-15;02;0.120630687303891
2020-05-16;02;0.0933668552455383
2020-05-17;02;0.0713290019917141
2020-05-18;02;0.0656321703997527
2020-05-19;02;0.0655736703412527
2020-05-20;02;0.0670059459308316
2020-05-21;02;0.0653373276638527
2020-05-22;02;0.0669398291295553
2020-05-23;02;0.0669398291295553
2020-05-24;02;0.0627823766748892
2020-05-25;02;0.0550242896914501
2020-05-26;02;0.0430991079549476
2020-05-27;02;0.0448773473405895
2020-05-28;02;0.0543450023271124
2020-05-29;02;0.0519437655256914
2020-05-30;02;0.057233195174859
2020-05-31;02;0.0621363134469612
2020-06-01;02;0.0575917286784958
2020-06-02;02;0.065187906085994
2020-06-03;02;0.0688068033093129
2020-06-04;02;0.0624854068261913
2020-06-05;02;0.0801080145680151
2020-06-06;02;0.0876938001295668
2020-06-07;02;0.0958795537698659
2020-06-08;02;0.106214618776325
2020-06-09;02;0.109987382325625
2020-06-10;02;0.117506971910642
2020-06-11;02;0.130167591714119
2020-06-12;02;0.122747930430665
2020-06-13;02;0.129377874026667
2020-06-14;02;0.146377134928367
2020-06-15;02;0.160536942497804
2020-06-16;02;0.172488650555329
2020-06-17;02;0.181102892424671
2020-06-18;02;0.20219239238741
2020-06-19;02;0.221320884668701
2020-06-20;02;0.224875236895735
2020-06-21;02;0.224007213177903
2020-06-22;02;0.228677609255116
2020-06-23;02;0.230249205635604
2020-06-24;02;0.231561184247877
2020-06-25;02;0.21631548117371
2020-06-26;02;0.217302972944612
2020-06-27;02;0.222952184157556
2020-06-28;02;0.222116762269502
2020-06-29;02;0.214521196124262
2020-06-30;02;0.227716376019502
2020-07-01;02;0.230793998928958
2020-07-02;02;0.241134453518754
2020-07-03;02;0.237893861094101
2020-07-04;02;0.249197521789899
2020-07-05;02;0.25531723875299
2020-07-06;02;0.272978243274559
2020-07-07;02;0.272644757093392
2020-07-08;02;0.283743550370403
2020-07-09;02;0.30396457410328
2020-07-10;02;0.312558920932921
2020-07-11;02;0.321609998991263
2020-07-12;02;0.333796387925519
2020-07-13;02;0.331244115421347
2020-07-14;02;0.337041139674747
2020-07-15;02;0.334549286119064
2020-07-16;02;0.314573974706203
2020-07-17;02;0.318813852475493
2020-07-18;02;0.32369406543024
2020-07-19;02;0.328475982620916
2020-07-20;02;0.327457756371043
2020-07-21;02;0.32675343423815
2020-07-22;02;0.329313024703675
2020-07-23;02;0.341912089934319
2020-07-24;02;0.345970531492761
2020-07-25;02;0.329752450057288
2020-07-26;02;0.314600934905773
2020-07-27;02;0.327145082999793
2020-07-28;02;0.330402622802184
2020-07-29;02;0.329816742517055
2020-07-30;02;0.310679592945123
2020-07-31;02;0.303993546433495
2020-08-01;02;0.300025292465241
2020-08-02;02;0.300025292465241
2020-08-03;02;0.290619424855039
2020-08-04;02;0.303584338557332
2020-08-05;02;0.340690089948798
2020-08-06;02;0.367278299603369
2020-08-07;02;0.369559584210235
2020-08-08;02;0.379559584210235
2020-08-09;02;0.385511965162616
2020-08-10;02;0.388345973259782
2020-08-11;02;0.381921757231908
2020-08-12;02;0.356311513134269
2020-08-13;02;0.352531571476846
2020-08-14;02;0.351050089995365
2020-08-15;02;0.330398460922683
2020-08-16;02;0.325136211095216
2020-08-17;02;0.325685661644666
2020-08-18;02;0.319237248946254
2020-08-19;02;0.328149904917733
2020-03-10;03;NA
2020-03-23;03;NA
2020-03-26;03;NA
2020-03-28;03;NA
2020-04-02;03;NA
2020-04-06;03;0.142857142857143
2020-04-07;03;0.142857142857143
2020-04-08;03;0.142857142857143
2020-04-10;03;0.142857142857143
2020-04-15;03;0
2020-04-16;03;0
2020-04-17;03;0
2020-04-18;03;0
2020-04-19;03;0
2020-04-20;03;0
2020-04-21;03;0
2020-04-22;03;0
2020-04-23;03;0
2020-04-24;03;0
2020-04-25;03;NA
2020-04-26;03;NA
2020-04-27;03;NA
2020-04-28;03;NA
2020-04-29;03;NA
2020-04-30;03;NA
2020-05-01;03;NA
2020-05-02;03;0.30952380952381
2020-05-03;03;0.452380952380952
2020-05-04;03;0.523809523809524
2020-05-05;03;0.452380952380952
2020-05-06;03;0.404761904761905
2020-05-07;03;0.547619047619048
2020-05-08;03;0.595238095238095
2020-05-09;03;0.595238095238095
2020-05-10;03;0.452380952380952
2020-05-11;03;0.30952380952381
2020-05-12;03;0.285714285714286
2020-05-13;03;0.285714285714286
2020-05-14;03;0.285714285714286
2020-05-15;03;0.19047619047619
2020-05-16;03;0.261904761904762
2020-05-17;03;0.357142857142857
2020-05-18;03;0.464285714285714
2020-05-19;03;0.445238095238095
2020-05-20;03;0.516666666666667
2020-05-21;03;0.445238095238095
2020-05-22;03;0.480952380952381
2020-05-23;03;0.480952380952381
2020-05-24;03;0.433333333333333
2020-05-25;03;0.357936507936508
2020-05-26;03;0.376984126984127
2020-05-27;03;0.359126984126984
2020-05-28;03;0.303571428571429
2020-05-29;03;0.308673469387755
2020-05-30;03;0.284863945578231
2020-05-31;03;0.328153988868275
2020-06-01;03;0.337224283652855
2020-06-02;03;0.325319521748093
2020-06-03;03;0.311430632859204
