codigo_region,region_residencia,Servicio_salud,fecha,Porcentaje Camas UCI
01,Región de Tarapacá,Servicio de salud Iquique,2020-04-12,50.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-04-13,50.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-04-15,42.86
01,Región de Tarapacá,Servicio de salud Iquique,2020-04-16,28.57
01,Región de Tarapacá,Servicio de salud Iquique,2020-04-18,35.71
01,Región de Tarapacá,Servicio de salud Iquique,2020-04-19,28.57
01,Región de Tarapacá,Servicio de salud Iquique,2020-04-21,42.86
01,Región de Tarapacá,Servicio de salud Iquique,2020-04-22,42.86
01,Región de Tarapacá,Servicio de salud Iquique,2020-04-23,35.71
01,Región de Tarapacá,Servicio de salud Iquique,2020-04-29,35.71
01,Región de Tarapacá,Servicio de salud Iquique,2020-04-30,42.86
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-01,50.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-02,57.14
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-03,50.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-06,78.57
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-07,78.57
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-08,85.71
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-09,58.82
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-12,80.77
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-13,84.62
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-14,84.62
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-15,84.62
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-16,79.31
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-17,86.21
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-18,86.21
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-19,81.25
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-20,87.5
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-21,78.12
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-23,59.38
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-24,56.25
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-26,59.38
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-27,90.62
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-28,79.41
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-29,94.12
01,Región de Tarapacá,Servicio de salud Iquique,2020-05-31,83.78
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-01,91.89
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-02,95.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-03,90.7
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-04,95.56
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-05,97.96
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-06,97.96
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-07,93.88
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-08,95.92
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-09,97.96
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-10,91.3
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-11,93.48
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-12,97.83
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-13,86.96
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-14,80.43
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-15,86.96
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-16,86.96
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-17,91.3
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-18,88.37
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-19,79.07
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-20,81.4
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-21,79.07
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-22,79.07
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-23,88.37
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-24,88.37
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-25,81.4
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-26,76.74
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-27,81.4
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-28,94.87
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-29,97.44
01,Región de Tarapacá,Servicio de salud Iquique,2020-06-30,92.31
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-01,85.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-02,75.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-04,77.5
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-05,85.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-06,85.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-07,82.5
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-08,82.5
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-09,75.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-10,67.5
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-11,80.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-12,75.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-13,75.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-14,67.5
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-15,70.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-17,80.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-18,82.5
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-19,82.5
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-20,77.5
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-21,82.5
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-23,75.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-24,72.5
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-25,62.5
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-26,62.5
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-27,15.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-28,80.0
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-30,79.41
01,Región de Tarapacá,Servicio de salud Iquique,2020-07-31,61.76
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-01,55.88
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-02,47.06
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-03,55.88
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-04,55.88
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-05,58.82
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-06,64.71
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-07,70.59
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-08,70.59
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-09,70.59
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-10,76.47
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-11,85.29
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-12,79.41
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-13,82.35
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-14,85.29
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-15,85.29
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-16,88.24
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-17,91.18
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-18,85.29
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-19,79.41
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-20,73.53
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-21,73.53
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-22,73.53
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-23,70.59
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-24,70.59
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-25,73.53
01,Región de Tarapacá,Servicio de salud Iquique,2020-08-26,79.41
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-04-12,58.7
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-04-13,60.87
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-04-15,71.11
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-04-16,77.78
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-04-18,76.09
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-04-19,76.6
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-04-21,66.1
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-04-22,72.73
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-04-23,77.59
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-04-29,89.23
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-04-30,85.48
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-01,82.35
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-02,80.77
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-03,80.77
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-06,83.33
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-07,83.33
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-08,85.71
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-09,89.29
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-12,85.56
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-13,86.67
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-14,86.6
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-15,80.41
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-16,84.54
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-17,81.82
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-18,85.86
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-19,85.86
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-20,83.84
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-21,86.87
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-23,86.73
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-24,87.72
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-26,89.08
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-27,81.74
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-28,83.64
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-29,82.88
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-05-31,89.19
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-01,83.78
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-02,84.68
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-03,80.17
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-04,80.17
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-05,81.03
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-06,90.74
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-07,84.26
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-08,88.99
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-09,87.18
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-10,89.26
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-11,87.6
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-12,88.72
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-13,85.12
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-14,86.78
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-15,95.04
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-16,95.87
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-17,90.91
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-18,87.6
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-19,95.04
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-20,94.21
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-21,92.62
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-22,93.5
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-23,92.74
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-24,95.16
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-25,92.74
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-26,95.97
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-27,94.35
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-28,93.55
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-29,96.77
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-06-30,97.58
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-01,98.37
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-02,95.16
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-04,92.25
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-05,97.67
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-06,96.12
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-07,92.37
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-08,90.15
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-09,85.61
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-10,85.61
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-11,84.85
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-12,90.91
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-13,87.12
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-14,90.15
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-15,90.15
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-17,93.75
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-18,91.41
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-19,90.4
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-20,87.69
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-21,91.6
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-23,88.64
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-24,86.36
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-25,83.21
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-26,86.92
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-27,92.19
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-28,86.26
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-30,84.09
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-07-31,83.33
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-01,89.23
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-02,93.39
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-03,93.5
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-04,90.76
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-05,96.64
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-06,90.08
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-07,86.78
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-08,82.64
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-09,85.12
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-10,81.82
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-11,81.82
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-12,81.82
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-13,78.86
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-14,80.17
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-15,83.47
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-16,81.82
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-17,85.95
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-18,73.55
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-19,77.69
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-20,83.47
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-21,84.3
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-22,80.99
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-23,85.71
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-24,83.47
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-25,83.47
02,Región de Antofagasta,Servicio de salud Antofagasta,2020-08-26,82.64
03,Región de Atacama,Servicio de salud Atacama,2020-04-12,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-04-13,35.71
03,Región de Atacama,Servicio de salud Atacama,2020-04-15,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-04-16,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-04-18,42.86
03,Región de Atacama,Servicio de salud Atacama,2020-04-19,42.86
03,Región de Atacama,Servicio de salud Atacama,2020-04-21,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-04-22,42.86
03,Región de Atacama,Servicio de salud Atacama,2020-04-23,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-04-29,78.57
03,Región de Atacama,Servicio de salud Atacama,2020-04-30,85.71
03,Región de Atacama,Servicio de salud Atacama,2020-05-01,85.71
03,Región de Atacama,Servicio de salud Atacama,2020-05-02,85.71
03,Región de Atacama,Servicio de salud Atacama,2020-05-03,71.43
03,Región de Atacama,Servicio de salud Atacama,2020-05-06,45.0
03,Región de Atacama,Servicio de salud Atacama,2020-05-07,60.0
03,Región de Atacama,Servicio de salud Atacama,2020-05-08,70.0
03,Región de Atacama,Servicio de salud Atacama,2020-05-09,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-05-12,44.44
03,Región de Atacama,Servicio de salud Atacama,2020-05-13,40.74
03,Región de Atacama,Servicio de salud Atacama,2020-05-14,54.17
03,Región de Atacama,Servicio de salud Atacama,2020-05-15,58.33
03,Región de Atacama,Servicio de salud Atacama,2020-05-16,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-05-17,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-05-18,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-05-19,54.17
03,Región de Atacama,Servicio de salud Atacama,2020-05-20,58.33
03,Región de Atacama,Servicio de salud Atacama,2020-05-21,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-05-23,45.83
03,Región de Atacama,Servicio de salud Atacama,2020-05-24,45.83
03,Región de Atacama,Servicio de salud Atacama,2020-05-26,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-05-27,54.17
03,Región de Atacama,Servicio de salud Atacama,2020-05-28,41.67
03,Región de Atacama,Servicio de salud Atacama,2020-05-29,33.33
03,Región de Atacama,Servicio de salud Atacama,2020-05-31,41.67
03,Región de Atacama,Servicio de salud Atacama,2020-06-01,37.5
03,Región de Atacama,Servicio de salud Atacama,2020-06-02,41.67
03,Región de Atacama,Servicio de salud Atacama,2020-06-03,37.5
03,Región de Atacama,Servicio de salud Atacama,2020-06-04,29.17
03,Región de Atacama,Servicio de salud Atacama,2020-06-05,54.17
03,Región de Atacama,Servicio de salud Atacama,2020-06-06,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-06-07,54.17
03,Región de Atacama,Servicio de salud Atacama,2020-06-08,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-06-09,50.0
03,Región de Atacama,Servicio de salud Atacama,2020-06-10,58.33
03,Región de Atacama,Servicio de salud Atacama,2020-06-11,66.67
03,Región de Atacama,Servicio de salud Atacama,2020-06-12,66.67
03,Región de Atacama,Servicio de salud Atacama,2020-06-13,58.33
03,Región de Atacama,Servicio de salud Atacama,2020-06-14,66.67
03,Región de Atacama,Servicio de salud Atacama,2020-06-15,58.33
03,Región de Atacama,Servicio de salud Atacama,2020-06-16,54.17
03,Región de Atacama,Servicio de salud Atacama,2020-06-17,66.67
03,Región de Atacama,Servicio de salud Atacama,2020-06-18,62.5
03,Región de Atacama,Servicio de salud Atacama,2020-06-19,66.67
03,Región de Atacama,Servicio de salud Atacama,2020-06-20,66.67
03,Región de Atacama,Servicio de salud Atacama,2020-06-21,62.5
